model_id,provider_tag,organization,endpoint_id,from_at,to_at,direction,before,after
moonshotai/kimi-k2-0905:exacto,moonshotai/turbo,Moonshot AI,c6370cd5-4cf7-4e5f-9cd5-ca523cb987f5,2025-11-10T00:00:00.000Z,2025-11-11T00:00:00.000Z,metered,,1.5E-7
deepseek/deepseek-chat-v3-0324,deepinfra/fp4,DeepInfra,820376cb-f110-4d56-ab52-5bd6ca269420,2025-11-29T00:00:00.000Z,2025-11-30T00:00:00.000Z,metered,,1.35E-7
deepseek/deepseek-r1-0528,novita/fp8,Novita,04c4f1eb-bb42-42b6-823b-107ae08cf7a2,2025-11-29T00:00:00.000Z,2025-11-30T00:00:00.000Z,metered,,2.8E-7
deepseek/deepseek-v3.1-terminus,deepinfra/fp4,DeepInfra,bc1ebdd6-6789-4ac4-95ee-2a9a663f9a1d,2025-11-29T00:00:00.000Z,2025-11-30T00:00:00.000Z,metered,,2.16E-7
deepseek/deepseek-v3.2-exp,deepinfra/fp4,DeepInfra,cb6cc53f-6128-45f4-8219-47dbf8faa059,2025-11-29T00:00:00.000Z,2025-11-30T00:00:00.000Z,metered,,2.16E-7
deepseek/deepseek-r1-0528,deepinfra/fp4,DeepInfra,0f47837d-9d06-4c68-a93c-29b0c7cd9027,2025-11-29T00:00:00.000Z,2025-11-30T00:00:00.000Z,metered,,4E-7
deepseek/deepseek-chat-v3.1,deepinfra/fp4,DeepInfra,012f7d1f-23d4-4d03-9aa3-432d8ad82757,2025-11-29T00:00:00.000Z,2025-11-30T00:00:00.000Z,metered,,2.16E-7
deepseek/deepseek-r1-0528,crusoe/fp8,Crusoe,ad25810b-c137-4eb1-9d49-f42876ee7733,2025-11-29T00:00:00.000Z,2025-11-30T00:00:00.000Z,metered,,6.8E-7
moonshotai/kimi-k2-0905,deepinfra/fp4,DeepInfra,2757a76d-cb1a-4e1b-a8e2-9bb374514d82,2025-11-29T00:00:00.000Z,2025-11-30T00:00:00.000Z,metered,,4E-7
z-ai/glm-4.6:exacto,deepinfra/fp4,DeepInfra,6f402485-c463-4913-8cdb-c85d45aa612e,2025-12-03T00:00:00.000Z,2025-12-04T00:00:00.000Z,metered,,7.99999993E-8
moonshotai/kimi-k2-thinking,deepinfra/fp4,DeepInfra,5458704d-3189-4f87-b791-d6e089aeffa9,2025-12-03T00:00:00.000Z,2025-12-04T00:00:00.000Z,metered,,1.41E-7
deepseek/deepseek-v3.1-terminus:exacto,deepinfra/fp4,DeepInfra,c76cf144-4263-4b6a-b6c0-c340e6ebaf1a,2025-12-03T00:00:00.000Z,2025-12-04T00:00:00.000Z,metered,,1.68E-7
minimax/minimax-m2,novita/fp8,Novita,09da61cf-71a6-4717-9ebd-857e7203e3b4,2025-12-04T00:00:00.000Z,2025-12-05T00:00:00.000Z,metered,,3E-8
minimax/minimax-m2,deepinfra/fp8,DeepInfra,cc6153b5-bc90-49ac-afb4-450d1018ebe7,2025-12-06T00:00:00.000Z,2025-12-07T00:00:00.000Z,metered,,1.275E-7
deepseek/deepseek-v3.2,avian/fp8,Avian,c6609731-c3f0-4b87-b8fd-01989f1066d2,2025-12-07T00:00:00.000Z,2025-12-08T00:00:00.000Z,metered,,2E-7
deepseek/deepseek-v3.2,novita/fp8,Novita,8a5fb6d3-ef71-4958-af54-269ffa3a3c6e,2025-12-12T00:00:00.000Z,2025-12-13T00:00:00.000Z,metered,,1.345E-7
deepseek/deepseek-v3.1-terminus,novita/fp8,Novita,812bc18a-5b61-42d0-a550-f9ed8c2164c5,2025-12-12T00:00:00.000Z,2025-12-13T00:00:00.000Z,metered,,1.08E-7
deepseek/deepseek-chat-v3.1,novita/fp8,Novita,715d05e1-9fa7-4ceb-834a-833f5e26a55a,2025-12-12T00:00:00.000Z,2025-12-13T00:00:00.000Z,metered,,1.08E-7
minimax/minimax-m2,atlas-cloud/fp8,AtlasCloud,477d38bc-c24a-45e5-8e62-044b1d2fe209,2025-12-16T00:00:00.000Z,2025-12-17T00:00:00.000Z,metered,,3E-8
qwen/qwen3-235b-a22b-2507,atlas-cloud/fp8,AtlasCloud,aaae5602-0949-4bc9-bd77-588b4b285341,2025-12-17T00:00:00.000Z,2025-12-18T00:00:00.000Z,metered,,8E-8
z-ai/glm-4.6,atlas-cloud/fp8,AtlasCloud,3971cf0a-5d2a-4938-b0e3-a5e480fdd9a3,2025-12-17T00:00:00.000Z,2025-12-18T00:00:00.000Z,metered,,8E-8
qwen/qwen3-coder,atlas-cloud/fp8,AtlasCloud,358896de-ec71-4f5a-9a35-7fabaf7a244d,2025-12-22T00:00:00.000Z,2025-12-23T00:00:00.000Z,metered,,3.5E-7
minimax/minimax-m2.1,minimax/fp8,Minimax,e1e246cc-6062-43ca-96cd-b7e580ea81c7,2025-12-24T00:00:00.000Z,2025-12-25T00:00:00.000Z,metered,,3E-8
z-ai/glm-4.7,novita/fp8,Novita,53d155e7-021c-4268-bde4-991847ef8389,2025-12-26T00:00:00.000Z,2025-12-27T00:00:00.000Z,metered,,1.1E-7
minimax/minimax-m2.1,atlas-cloud/fp8,AtlasCloud,3d379a30-151d-47ae-a05a-a915674d0c2b,2025-12-30T00:00:00.000Z,2025-12-31T00:00:00.000Z,metered,,3E-8
deepseek/deepseek-chat-v3-0324,atlas-cloud/fp8,AtlasCloud,5bb598f5-fd97-4f8b-91e4-ceab3743a03b,2026-01-05T00:00:00.000Z,2026-01-06T00:00:00.000Z,metered,,4.14E-8
deepseek/deepseek-chat-v3-0324,atlas-cloud/fp8,AtlasCloud,5bb598f5-fd97-4f8b-91e4-ceab3743a03b,2026-01-06T00:00:00.000Z,2026-01-07T00:00:00.000Z,unmetered,4.14E-8,
google/gemini-2.5-flash-lite-preview-09-2025,google-vertex/global,Google,6e63b201-b2cc-45d9-b0c0-da687a96efa0,2026-01-15T00:00:00.000Z,2026-01-16T00:00:00.000Z,metered,,1E-8
google/gemini-2.5-flash-lite-preview-09-2025,google-ai-studio,Google AI Studio,fe48694e-e3fb-43a0-98fd-ca364053a9de,2026-01-15T00:00:00.000Z,2026-01-16T00:00:00.000Z,metered,,1E-8
z-ai/glm-4.7,atlas-cloud/fp8,AtlasCloud,2135fe57-5da2-4920-94c4-4b5f8f37bfd1,2026-01-16T00:00:00.000Z,2026-01-17T00:00:00.000Z,metered,,9.9E-8
google/gemini-2.5-flash-image,google-ai-studio,Google AI Studio,2341e1bc-99ea-46ab-ae2d-9a83846afb43,2026-01-22T00:00:00.000Z,2026-01-23T00:00:00.000Z,metered,,3E-8
google/gemini-2.5-flash-image,google-vertex/global,Google,9fc81a95-52d2-4a94-adc5-f99869ab1351,2026-01-22T00:00:00.000Z,2026-01-23T00:00:00.000Z,metered,,3E-8
google/gemini-3-pro-image-preview,google-ai-studio/global,Google AI Studio,f5a725e2-8f66-4754-9232-7550685ab3d0,2026-01-22T00:00:00.000Z,2026-01-23T00:00:00.000Z,metered,,2E-7
google/gemini-3-pro-image-preview,google-vertex/global,Google,be4c8ae2-b6e5-4e54-b556-733445e52f1e,2026-01-22T00:00:00.000Z,2026-01-23T00:00:00.000Z,metered,,2E-7
google/gemini-2.0-flash-exp:free,google-vertex,Google,65df650a-3eae-46b0-b5b0-87546ca90cc3,2026-01-22T00:00:00.000Z,2026-01-23T00:00:00.000Z,metered,,2.5E-8
google/gemini-2.0-flash-exp:free,google-ai-studio,Google AI Studio,78bd9fda-a7c8-4d2e-b65c-e1b0f3a8d9d0,2026-01-22T00:00:00.000Z,2026-01-23T00:00:00.000Z,metered,,2.5E-8
google/gemini-2.0-flash-exp:free,google-vertex,Google,65df650a-3eae-46b0-b5b0-87546ca90cc3,2026-01-24T00:00:00.000Z,2026-01-25T00:00:00.000Z,unmetered,2.5E-8,
google/gemini-2.0-flash-exp:free,google-ai-studio,Google AI Studio,78bd9fda-a7c8-4d2e-b65c-e1b0f3a8d9d0,2026-01-24T00:00:00.000Z,2026-01-25T00:00:00.000Z,unmetered,2.5E-8,
meta-llama/llama-3.3-70b-instruct,cerebras/fp16,Cerebras,cdc68af0-1c8b-468c-aede-8c04a5a5aeb7,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,8.5E-7
z-ai/glm-4.7,cerebras/fp16,Cerebras,b44cc4d3-f68a-4565-8a0c-0dd31f03b687,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,0.00000225
qwen/qwen3-32b,cerebras/fp16,Cerebras,04297a0e-692d-4d57-94ec-381e2d08d322,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,4E-7
qwen/qwen2.5-vl-32b-instruct,fireworks,Fireworks,aac76f56-eedb-405f-a07c-5bc66b877c1e,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,4.5000000000000005E-7
meta-llama/llama-3.3-70b-instruct,wandb-legacy/fp16,WandB,4420efea-38fe-4ec1-a7c6-c6dbcdeea8aa,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,7.1E-7
qwen/qwen3-235b-a22b-2507,fireworks/fp8,Fireworks,1ad1ddae-5e60-4396-bfea-a2ad2fc6ed33,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,1.1E-7
qwen/qwen3-coder,fireworks,Fireworks,4117a5d2-961b-4065-99dd-554484dc6443,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,2.25000000000000015E-7
z-ai/glm-4.5,wandb/bf16,WandB,846a0714-f3dd-4a87-a395-ba147da682bc,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,5.5E-7
deepseek/deepseek-chat-v3-0324,nebius/fast,Nebius,0dd6bc5a-8695-4d4d-8067-2f4ccf7e49e0,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,7.5E-7
moonshotai/kimi-k2-0905,fireworks/fp8,Fireworks,86a689aa-4988-4f26-9c3b-514c03345f2a,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,3E-7
z-ai/glm-4.6:exacto,z-ai,Z.AI,e50846db-5bc4-443f-af60-0d7032196803,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,1.1E-7
qwen/qwen3-8b,fireworks,Fireworks,cd308c60-76cb-4270-bcd2-4a87684a3b82,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,1.0000000000000001E-7
qwen/qwen3-coder,google-vertex/us-south1,Google,803d4906-0d0b-49b6-8705-7ae0a4d45217,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,2.2E-8
deepseek/deepseek-chat-v3-0324,fireworks,Fireworks,cbe2855c-ea77-474f-9190-11d51fc4921e,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,4.5000000000000005E-7
meta-llama/llama-3.3-70b-instruct,fireworks/fp16,Fireworks,f9518f40-e138-489b-9c40-9660d158d958,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,4.5000000000000005E-7
deepseek/deepseek-r1-0528,nebius/fast,Nebius,41c6e987-156d-4426-b1d6-d374b0ee760f,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,0.000002
qwen/qwen3-235b-a22b-2507,wandb/bf16,WandB,c9f927db-d559-49eb-9846-80862c5e3b4e,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,1E-7
qwen/qwen3-235b-a22b,fireworks,Fireworks,d88007ff-3317-4c16-8257-49bfab63abd9,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,1.1E-7
qwen/qwen3-235b-a22b-2507,cerebras/fp16,Cerebras,135b94cc-39ad-413f-ab5e-e3b8e2a5349e,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,6E-7
qwen/qwen3-coder:exacto,google-vertex,Google,1343be5c-18f6-4bd0-a391-81f3f857b59e,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,2.2E-8
qwen/qwen3-vl-235b-a22b-instruct,fireworks,Fireworks,420bd9d7-e714-487a-828a-ac4d279bf18e,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,1.1E-7
moonshotai/kimi-k2-thinking,google-vertex,Google,e841d362-719d-4f53-86c8-f83f5bbd7361,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,6E-7
openai/gpt-oss-120b,fireworks,Fireworks,0d478558-8c4b-4f0c-b3b0-871c959225ae,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,7.5E-8
openai/gpt-oss-120b,cerebras/fp16,Cerebras,db01deeb-2ea4-42ef-b823-6f56d2b66fa1,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,3.5E-7
openai/gpt-oss-20b,fireworks,Fireworks,c811d748-bd32-44ec-b6f5-abc4b87c7381,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,3.5E-8
openai/gpt-oss-120b,google-vertex/global,Google,93ec7f6d-c7aa-44c1-b9a7-2cd664a17b13,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,9E-8
deepseek/deepseek-chat-v3.1,fireworks,Fireworks,0c00f0d2-8aad-4700-bd36-11cb9a717fde,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,2.8E-7
minimax/minimax-m2.1,fireworks,Fireworks,bc094db1-5408-4497-8d4d-09ebc3ac82c3,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,1.5E-7
openai/gpt-oss-20b,google-vertex/us-central1,Google,d14eeefb-d9fc-4732-b0d7-db609aad8308,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,7E-8
qwen/qwen3-coder,wandb-legacy/bf16,WandB,78c02619-0533-4ed0-9c98-2acbed354856,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,0.000001
meta-llama/llama-3.1-8b-instruct,cerebras/fp16,Cerebras,177edfd7-13a9-4e0b-84a7-8036fb149dd1,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,1E-7
deepseek/deepseek-chat-v3-0324,wandb/fp8,WandB,78b3f653-4585-4c35-9a42-e3da2d6597ad,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,0.00000114
openai/gpt-oss-120b,wandb-legacy/fp4,WandB,3ca6292f-cef7-48a2-bf52-988e934cab57,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,1.5E-7
minimax/minimax-m2,google-vertex,Google,c80588c8-ce64-46f2-b375-19bf4504133e,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,3E-7
openai/gpt-oss-20b,wandb-legacy/fp4,WandB,d15a4ea2-a51e-4d29-8c85-785c3beb2a37,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,5E-8
z-ai/glm-4.6,fireworks,Fireworks,d64561f9-4884-4c7d-875b-69ce3b5c8b98,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,2.75E-7
qwen/qwen3-vl-30b-a3b-instruct,fireworks,Fireworks,dbb294c1-20cd-4d67-b225-2ff03a050cc8,2026-01-25T00:00:00.000Z,2026-01-26T00:00:00.000Z,metered,,7.5E-8
z-ai/glm-4.7,venice/fp4,Venice,f99f5dca-50a5-4169-a758-60b2cd09d599,2026-01-26T00:00:00.000Z,2026-01-27T00:00:00.000Z,metered,,1.1E-7
anthropic/claude-3.5-haiku,amazon-bedrock,Amazon Bedrock,50d15f84-5009-4962-a843-90401118ddd2,2026-01-26T00:00:00.000Z,2026-01-27T00:00:00.000Z,metered,,8E-8
openai/gpt-oss-120b:exacto,novita/fp4,Novita,df282fb7-8045-4d4f-aa3f-4a5d90d7f284,2026-01-26T00:00:00.000Z,2026-01-27T00:00:00.000Z,metered,,4E-8
deepseek/deepseek-v3.1-terminus:exacto,novita/fp8,Novita,8f787f09-2e96-4ada-8473-8b6b602cd504,2026-01-26T00:00:00.000Z,2026-01-27T00:00:00.000Z,metered,,1.35E-7
z-ai/glm-4.5-air,novita/bf16,Novita,90fc9bb3-01bb-419f-bb58-dea60a80d201,2026-01-26T00:00:00.000Z,2026-01-27T00:00:00.000Z,metered,,1.3E-7
openai/gpt-oss-120b:exacto,groq,Groq,c25b1e3a-a24e-4259-ab3e-06d1e50fcf39,2026-01-26T00:00:00.000Z,2026-01-27T00:00:00.000Z,metered,,7.5E-8
moonshotai/kimi-k2-0905:exacto,groq,Groq,0a529816-9d7a-45dc-8021-2a65b6b2cb4c,2026-01-26T00:00:00.000Z,2026-01-27T00:00:00.000Z,metered,,5E-7
z-ai/glm-4.6:exacto,novita/bf16,Novita,da732d48-44e7-404f-9e09-a8979896937a,2026-01-26T00:00:00.000Z,2026-01-27T00:00:00.000Z,metered,,1.1E-7
qwen/qwen3-32b,groq,Groq,e74c0abb-6cef-4454-9bf1-d72b44194b6f,2026-01-26T00:00:00.000Z,2026-01-27T00:00:00.000Z,metered,,1.45E-7
qwen/qwen3-next-80b-a3b-thinking,atlas-cloud/fp8,AtlasCloud,d361a03e-e1bc-4d88-9c02-c997d5fcf391,2026-01-27T00:00:00.000Z,2026-01-28T00:00:00.000Z,metered,,1.5E-7
moonshotai/kimi-k2,atlas-cloud/fp8,AtlasCloud,a242065c-9ced-43dd-b106-03bae79fecd6,2026-01-27T00:00:00.000Z,2026-01-28T00:00:00.000Z,metered,,7E-7
qwen/qwen3-30b-a3b-instruct-2507,atlas-cloud/fp8,AtlasCloud,6435c603-8675-4f70-b7cf-15a0a533bbd0,2026-01-27T00:00:00.000Z,2026-01-28T00:00:00.000Z,metered,,9E-8
qwen/qwen3-32b,atlas-cloud/fp8,AtlasCloud,2693bf9a-1732-4008-acc9-d241214e936c,2026-01-27T00:00:00.000Z,2026-01-28T00:00:00.000Z,metered,,1E-7
alibaba/tongyi-deepresearch-30b-a3b,atlas-cloud/fp8,AtlasCloud,aa43fede-ebc3-4e57-b148-8d92deef5100,2026-01-27T00:00:00.000Z,2026-01-28T00:00:00.000Z,metered,,9E-8
qwen/qwen-2.5-7b-instruct,atlas-cloud/fp8,AtlasCloud,e79550e7-ba8a-475a-92a9-2df99ee67d41,2026-01-27T00:00:00.000Z,2026-01-28T00:00:00.000Z,metered,,4E-8
qwen/qwen3-vl-235b-a22b-instruct,atlas-cloud/fp8,AtlasCloud,9c304e09-58fe-4a91-a818-55700f4fb9b5,2026-01-27T00:00:00.000Z,2026-01-28T00:00:00.000Z,metered,,3E-7
meituan/longcat-flash-chat,atlas-cloud/fp8,AtlasCloud,e202967f-f015-4f05-ac82-24d0e643554f,2026-01-27T00:00:00.000Z,2026-01-28T00:00:00.000Z,metered,,2E-7
deepseek/deepseek-v3.2-exp,atlas-cloud/fp8,AtlasCloud,97f2da45-4785-4a33-b5fc-a74132751813,2026-01-27T00:00:00.000Z,2026-01-28T00:00:00.000Z,metered,,2.1E-7
deepseek/deepseek-v3.2-speciale,atlas-cloud/fp8,AtlasCloud,8ef91c95-357c-48b4-ac3d-479ac5e9f1f4,2026-01-27T00:00:00.000Z,2026-01-28T00:00:00.000Z,metered,,2.8E-7
meta-llama/llama-3.1-8b-instruct,groq,Groq,74af5aaf-6ad5-4389-ae0f-1bd2c7337386,2026-01-27T00:00:00.000Z,2026-01-28T00:00:00.000Z,metered,,2.5E-8
moonshotai/kimi-k2-0905,atlas-cloud/fp8,AtlasCloud,74e67706-a3e2-41dc-8dce-263b0e2f90b0,2026-01-27T00:00:00.000Z,2026-01-28T00:00:00.000Z,metered,,6E-7
qwen/qwen3-8b,atlas-cloud/fp8,AtlasCloud,e4a7113c-b5d1-4b1a-9c10-2b151f2f7e5d,2026-01-27T00:00:00.000Z,2026-01-28T00:00:00.000Z,metered,,5E-8
deepseek/deepseek-v3.2,atlas-cloud/fp8,AtlasCloud,3570a950-b80f-4acd-bb92-8e1c1c51fafc,2026-01-27T00:00:00.000Z,2026-01-28T00:00:00.000Z,metered,,2.6E-7
deepseek/deepseek-chat-v3.1,google-vertex/us-west2,Google,26971f72-0b43-4255-a39d-98da9ca32119,2026-01-27T00:00:00.000Z,2026-01-28T00:00:00.000Z,metered,,3E-7
openai/gpt-oss-120b,atlas-cloud/fp8,AtlasCloud,8b516897-c13e-4925-afc3-44fa86608fe9,2026-01-27T00:00:00.000Z,2026-01-28T00:00:00.000Z,metered,,1E-7
deepseek/deepseek-chat-v3-0324,atlas-cloud/fp8,AtlasCloud,5bb598f5-fd97-4f8b-91e4-ceab3743a03b,2026-01-27T00:00:00.000Z,2026-01-28T00:00:00.000Z,metered,,2.16E-7
moonshotai/kimi-k2-thinking,atlas-cloud/int4,AtlasCloud,7cd035eb-e8ab-45ba-862b-3f0f28ea3452,2026-01-27T00:00:00.000Z,2026-01-28T00:00:00.000Z,metered,,6E-7
deepseek/deepseek-v3.1-terminus,atlas-cloud/fp8,AtlasCloud,8f2f0039-59ed-49ba-bb9a-970eff9de91d,2026-01-27T00:00:00.000Z,2026-01-28T00:00:00.000Z,metered,,2.1E-7
deepseek/deepseek-chat-v3.1,atlas-cloud/fp8,AtlasCloud,0bfe3535-ed02-47ea-a98f-60cc8af4fab2,2026-01-27T00:00:00.000Z,2026-01-28T00:00:00.000Z,metered,,2.1E-7
qwen/qwen3-235b-a22b-thinking-2507,atlas-cloud/fp8,AtlasCloud,b77fd248-a8a9-42fb-b23b-242965422d1b,2026-01-27T00:00:00.000Z,2026-01-28T00:00:00.000Z,metered,,2E-7
qwen/qwen3-next-80b-a3b-instruct,atlas-cloud/fp8,AtlasCloud,d6ae6f45-59b5-4dcd-8b9f-94b92ae33ce2,2026-01-27T00:00:00.000Z,2026-01-28T00:00:00.000Z,metered,,1.5E-7
deepseek/deepseek-r1-0528,atlas-cloud/fp8,AtlasCloud,0ffa0aae-1fbf-4baf-aaf2-08a771107c06,2026-01-27T00:00:00.000Z,2026-01-28T00:00:00.000Z,metered,,4.5E-7
qwen/qwen3-30b-a3b-thinking-2507,atlas-cloud/fp8,AtlasCloud,dea8ed48-a273-4504-8563-67c4621a3aa2,2026-01-27T00:00:00.000Z,2026-01-28T00:00:00.000Z,metered,,8E-8
moonshotai/kimi-k2.5,fireworks,Fireworks,2e3d0ec2-3384-498b-9654-5ae800e3d886,2026-01-29T00:00:00.000Z,2026-01-30T00:00:00.000Z,metered,,1.0000000000000001E-7
moonshotai/kimi-k2.5,novita,Novita,96a2baea-9e77-43d3-8aed-32f3cafc2685,2026-01-29T00:00:00.000Z,2026-01-30T00:00:00.000Z,metered,,9.5E-8
qwen/qwen3-vl-235b-a22b-instruct,deepinfra/fp8,DeepInfra,a352cc82-2bdb-411b-9f99-bd7829655412,2026-02-04T00:00:00.000Z,2026-02-05T00:00:00.000Z,metered,,1.1E-7
qwen/qwen3-coder,deepinfra/turbo,DeepInfra,6982ced0-1d3c-4fd0-bc36-21297218fdbe,2026-02-04T00:00:00.000Z,2026-02-05T00:00:00.000Z,metered,,2.2E-8
deepseek/deepseek-chat-v3-0324,deepinfra/fp4,DeepInfra,820376cb-f110-4d56-ab52-5bd6ca269420,2026-02-04T00:00:00.000Z,2026-02-05T00:00:00.000Z,unmetered,1.06E-7,
deepseek/deepseek-chat-v3-0324,deepinfra/fp4,DeepInfra,820376cb-f110-4d56-ab52-5bd6ca269420,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,1.35E-7
deepseek/deepseek-chat-v3-0324,chutes/fp8,Chutes,b9fa5033-3c4c-4ec1-9df0-d80d25e52ffb,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,9.5E-8
deepseek/deepseek-chat,chutes/fp8,Chutes,cac452eb-4e38-4952-ad98-f59f68204bda,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,1.5E-7
qwen/qwen3-next-80b-a3b-instruct,chutes/bf16,Chutes,5f5488a0-fa79-46d1-bae3-d8afa51b4d72,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,5E-8
qwen/qwen3-30b-a3b-instruct-2507,chutes/bf16,Chutes,35ef029e-f640-400d-91b1-7d9b21240683,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,4E-8
google/gemma-3-27b-it,chutes/bf16,Chutes,0618de82-14d9-41e5-98f9-51bccf805320,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,2E-8
minimax/minimax-m2.1,chutes/fp8,Chutes,0717ca88-2751-48b1-bbc5-5aa54e6c5d21,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,1.35E-7
xiaomi/mimo-v2-flash,chutes/fp8,Chutes,87ba9462-69a4-4c37-a009-60a513f0d901,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,4.5E-8
qwen/qwen3-235b-a22b-thinking-2507,chutes/bf16,Chutes,ed1528df-4a05-48e2-bcab-24f8de603f96,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,5.5E-8
google/gemma-3-12b-it,chutes/bf16,Chutes,3d994016-72a0-497c-a16a-22eff393ab2a,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,1.5E-8
qwen/qwen3-30b-a3b,chutes/bf16,Chutes,8bf915c9-f873-4197-9df3-da9a9ad05f6f,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,3E-8
qwen/qwen3-coder-next,chutes/bf16,Chutes,b0bd131e-0f14-43f7-b5ce-3e7636a86a3b,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,3.5E-8
nvidia/nemotron-3-nano-30b-a3b,chutes/bf16,Chutes,e40f0a0f-b0ef-469f-bec3-e37e6b234353,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,3E-8
mistralai/devstral-2512,chutes/fp8,Chutes,17c4627f-0952-4c9d-9948-e61a4b96cbea,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,2.5E-8
deepseek/deepseek-r1-0528,chutes/fp8,Chutes,40d2d4ad-ef95-4cc7-a103-2f7f414bd061,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,2E-7
deepseek/deepseek-v3.2-speciale,chutes/fp8,Chutes,4e57b39d-91bc-4140-a7dc-bb9538cf8c32,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,1.35E-7
tngtech/tng-r1t-chimera,chutes/fp8,Chutes,7176ec4e-3d58-487f-bcdd-b697549519ea,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,1.25E-7
qwen/qwen3-235b-a22b-thinking-2507,deepinfra/fp8,DeepInfra,e2afc20a-e73b-4af1-b934-bdfe34fe6c77,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,2.000000006E-7
z-ai/glm-4.5-air,chutes/bf16,Chutes,adc0c5b1-d8c0-4bc1-9eff-159ce6f8814b,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,2.5E-8
moonshotai/kimi-k2-0905,chutes/fp8,Chutes,bf206ca2-7905-4c08-a30c-c1be7a45d4d4,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,1.95E-7
tngtech/deepseek-r1t-chimera,chutes/fp8,Chutes,7935d200-d15e-4657-8e1c-0d4faa7c8962,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,1.5E-7
mistralai/mistral-nemo,chutes/bf16,Chutes,600a5b94-dbc8-457a-bec0-3b8aeb70fde4,2026-02-06T00:00:00.000Z,2026-02-07T00:00:00.000Z,metered,,1E-8
